FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR,GAME_ID,PLAYER_ID
DeAndre Jordan,Bench,C,12:30,3-5,0-2,0-0,6,0,3,3,2,1,0,0,0,6,2017,66,201599
James Harden,Starter,SG,30:23,4-9,4-9,0-0,11.5,0,7,7,12,2,0,10,0,12,2017,66,201935
Stephen Curry,Starter,PG,28:18,8-16,5-11,0-0,17.8,1,3,4,6,3,1,0,0,21,2017,66,201939
DeMar DeRozan,Starter,SG,24:04,8-15,0-0,0-0,12.8,1,4,5,6,0,2,4,0,16,2017,66,201942
John Wall,Bench,PG,20:56,6-12,0-2,0-0,12.2,1,5,6,4,1,4,3,0,12,2017,66,202322
DeMarcus Cousins,Bench,C,02:27,1-3,1-3,0-0,1.8,0,0,0,0,0,1,0,0,3,2017,66,202326
Gordon Hayward,Bench,SF,17:17,4-7,0-3,0-0,9.8,1,0,1,2,0,4,0,0,8,2017,66,202330
Paul George,Bench,SF,22:05,6-16,0-7,0-0,6.8,0,5,5,3,0,0,0,0,12,2017,66,202331
Kyrie Irving,Starter,PG,21:52,8-12,6-8,0-0,33.2,2,5,7,14,1,3,2,0,22,2017,66,202681
Kemba Walker,Bench,PG,20:15,3-6,1-4,0-0,12,1,2,3,6,0,1,0,0,7,2017,66,202689
Klay Thompson,Bench,SG,17:37,5-9,2-6,0-0,11.2,0,2,2,5,1,0,0,0,12,2017,66,202691
Kawhi Leonard,Starter,SF,14:47,2-4,0-2,0-0,5.5,0,2,2,2,0,1,0,0,4,2017,66,202695
Jimmy Butler,Starter,SF,19:29,3-4,0-1,0-0,7.2,0,3,3,2,0,1,1,0,6,2017,66,202710
Isaiah Thomas,Bench,PG,18:48,7-15,4-10,2-2,10,1,0,1,3,0,0,2,0,20,2017,66,202738
Anthony Davis,Starter,C,31:50,26-39,0-4,0-0,31.8,4,6,10,0,1,2,1,0,52,2017,66,203076
Draymond Green,Bench,PF,16:31,1-2,0-0,0-0,12.2,0,7,7,6,1,3,2,0,2,2017,66,203110
Giannis Antetokounmpo,Starter,C,22:53,14-17,0-1,2-2,26.8,3,3,6,1,0,3,0,1,30,2017,66,203507
LeBron James,Starter,SF,31:17,12-17,4-8,1-1,26.4,0,10,10,8,2,1,5,0,29,2018,67,2544
LaMarcus Aldridge,Bench,PF,04:28,0-1,0-0,0-0,0.2,0,0,0,0,0,0,0,1,0,2018,67,200746
Kyle Lowry,Bench,PG,21:26,2-11,0-8,0-0,14,2,5,7,11,1,3,1,0,4,2018,67,200768
Kevin Durant,Starter,PF,29:57,7-13,3-8,2-2,18.8,1,5,6,5,3,3,2,1,19,2018,67,201142
Al Horford,Bench,C,12:45,2-4,0-2,2-2,9,0,5,5,2,0,1,0,0,6,2018,67,201143
Russell Westbrook,Starter,SG,28:28,4-11,1-6,2-3,13.4,3,5,8,8,2,0,2,0,11,2018,67,201566
Goran Dragic,Bench,PG,11:28,1-3,0-1,0-0,1.8,0,4,4,1,2,0,1,0,2,2018,67,201609
James Harden,Starter,SG,27:04,5-19,2-13,0-0,9.8,1,6,7,8,1,1,3,1,12,2018,67,201935
Stephen Curry,Starter,PG,26:34,4-14,3-11,0-0,5.5,2,4,6,5,0,1,6,0,11,2018,67,201939
DeMar DeRozan,Starter,SF,26:46,7-13,1-3,6-7,15.1,2,4,6,2,1,2,2,0,21,2018,67,201942
Paul George,Bench,SF,26:30,6-15,4-10,0-0,12.8,1,4,5,4,2,1,0,0,16,2018,67,202331
Kyrie Irving,Starter,PG,27:36,6-16,1-5,0-0,14.8,2,5,7,9,2,1,1,0,13,2018,67,202681
Kemba Walker,Bench,PG,14:09,5-10,1-5,0-0,6.2,1,1,2,1,0,0,0,0,11,2018,67,202689
Klay Thompson,Bench,SG,21:24,5-11,5-10,0-0,9,1,3,4,0,0,0,1,0,15,2018,67,202691
Anthony Davis,Starter,C,16:40,6-9,0-1,0-0,6,1,1,2,1,2,0,1,0,12,2018,67,203076
Bradley Beal,Bench,SG,16:51,5-10,4-8,0-0,6,0,0,0,0,1,1,1,0,14,2018,67,203078
Damian Lillard,Bench,PG,20:56,9-14,3-8,0-0,14.2,2,1,3,2,0,0,1,0,21,2018,67,203081
Andre Drummond,Bench,C,17:36,7-7,0-0,0-0,10.2,1,2,3,0,2,0,1,1,14,2018,67,203083
Draymond Green,Bench,PF,18:15,0-0,0-0,3-4,11,3,2,5,2,0,1,0,2,3,2018,67,203110
Victor Oladipo,Bench,SG,15:00,3-8,1-6,0-0,8.5,0,2,2,3,0,3,0,0,7,2018,67,203506
Giannis Antetokounmpo,Starter,PF,26:35,6-14,0-2,4-6,8.5,4,3,7,2,2,0,2,0,16,2018,67,203507
Joel Embiid,Starter,C,20:04,8-13,2-4,1-1,18.1,3,5,8,1,3,1,0,2,19,2018,67,203954
Karl-Anthony Towns,Bench,C,18:11,7-11,1-4,2-2,15.5,4,6,10,0,0,0,1,0,17,2018,67,1626157
