,FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR
5,Jerry West,Starter,SG,42:00,8-20,0-0,1-1,8.1,0.0,4,4,5,3,0,0,0,17,1964.0
6,Wilt Chamberlain,Bench,C,37:00,4-14,0-0,11-14,18.2,0.0,20,20,1,2,0,0,0,19,1964.0
7,Terry Dischinger,Bench,SF,13:00,2-4,0-0,3-3,4.9,0.0,2,2,1,1,0,0,0,7,1964.0
8,Bailey Howell,Bench,SF,06:00,1-3,0-0,0-0,1.2,0.0,2,2,0,0,0,0,0,2,1964.0
9,Don Ohl,Bench,SG,18:00,3-9,0-0,2-2,1.0,0.0,2,2,0,2,0,0,0,8,1964.0
10,Lenny Wilkens,Bench,PG,14:00,1-5,0-0,1-1,-2.6,0.0,0,0,0,3,0,0,0,3,1964.0
1,Hal Greer,Starter,PG,20:00,5-10,0-0,3-4,9.8,0.0,3,3,4,1,0,0,0,13,1964.0
2,Tommy Heinsohn,Starter,SF,21:00,5-12,0-0,0-0,0.8,0.0,3,3,0,5,0,0,0,10,1964.0
3,Jerry Lucas,Starter,PF,36:00,3-6,0-0,5-6,7.8,0.0,8,8,0,5,0,0,0,11,1964.0
4,Oscar Robertson,Starter,SG,42:00,10-23,0-0,6-10,21.5,0.0,14,14,8,4,0,0,0,26,1964.0
5,Bill Russell,Starter,C,42:00,6-13,0-0,1-2,18.2,0.0,21,21,2,4,0,0,0,13,1964.0
6,Len Chappell,Bench,PF,12:00,1-5,0-0,2-2,1.2,0.0,1,1,2,2,0,0,0,4,1964.0
7,Wayne Embry,Bench,C,21:00,6-14,0-0,1-1,7.9,0.0,7,7,1,1,0,0,0,13,1964.0
8,Tom Gola,Bench,SG,07:00,0-0,0-0,1-2,0.2,0.0,0,0,1,2,0,0,0,1,1964.0
9,Sam Jones,Bench,SG,27:00,8-20,0-0,0-0,6.0,0.0,4,4,3,2,0,0,0,16,1964.0
10,Chet Walker,Bench,SF,12:00,2-5,0-0,0-0,-0.2,0.0,0,0,0,1,0,0,0,4,1964.0
1,Bob Cousy,Starter,PG,25:00,4-11,0-0,0-0,7.8,0.0,4,4,6,2,0,0,0,8,1963.0
2,Tommy Heinsohn,Starter,PF,21:00,6-11,0-0,3-4,5.8,0.0,2,2,1,4,0,0,0,15,1963.0
3,Oscar Robertson,Starter,SG,37:00,9-15,0-0,3-4,14.0,0.0,3,3,6,5,0,0,0,21,1963.0
4,Bill Russell,Starter,C,37:00,8-14,0-0,3-4,28.5,0.0,24,24,5,3,0,0,0,19,1963.0
5,Jack Twyman,Starter,SF,16:00,6-12,0-0,0-0,6.0,0.0,4,4,1,2,0,0,0,12,1963.0
6,Tom Gola,Bench,SG,18:00,1-3,0-0,0-0,0.8,0.0,2,2,1,3,0,0,0,2,1963.0
7,Johnny Green,Bench,SF,27:00,6-8,0-0,1-1,9.9,0.0,5,5,0,1,0,0,0,13,1963.0
8,Hal Greer,Bench,PG,15:00,3-7,0-0,0-0,3.0,0.0,3,3,2,4,0,0,0,6,1963.0
9,Richie Guerin,Bench,SG,14:00,2-3,0-0,1-3,2.4,0.0,1,1,1,2,0,0,0,5,1963.0
10,Red Kerr,Bench,C,11:00,0-4,0-0,2-2,-0.8,0.0,2,2,1,3,0,0,0,2,1963.0
11,Lee Shaffer,Bench,SF,19:00,6-13,0-0,0-0,2.5,0.0,1,1,1,3,0,0,0,12,1963.0
1,Elgin Baylor,Starter,SG,36:00,4-15,0-0,9-13,18.4,0.0,14,14,7,0,0,0,0,17,1963.0
2,Walt Bellamy,Starter,PF,14:00,1-4,0-0,0-2,-0.5,0.0,1,1,2,3,0,0,0,2,1963.0
3,Wilt Chamberlain,Starter,C,35:00,7-11,0-0,3-7,19.4,0.0,19,19,0,2,0,0,0,17,1963.0
4,Bob Pettit,Starter,SF,32:00,7-16,0-0,11-12,17.8,0.0,13,13,0,1,0,0,0,25,1963.0
5,Jerry West,Starter,PG,32:00,5-15,0-0,3-4,10.0,0.0,7,7,5,1,0,0,0,13,1963.0
6,Terry Dischinger,Bench,SF,07:00,3-3,0-0,1-1,5.1,0.0,1,1,0,0,0,0,0,7,1963.0
7,Bailey Howell,Bench,SF,11:00,2-3,0-0,0-0,2.5,0.0,1,1,1,2,0,0,0,4,1963.0
8,Rudy LaRusso,Bench,PF,11:00,3-3,0-0,0-0,6.0,0.0,1,1,2,1,0,0,0,6,1963.0
9,Tom Meschery,Bench,SF,08:00,1-3,0-0,1-2,1.2,0.0,1,1,1,1,0,0,0,3,1963.0
10,Don Ohl,Bench,SG,12:00,1-4,0-0,1-1,0.6,0.0,0,0,2,2,0,0,0,3,1963.0
11,Guy Rodgers,Bench,PG,17:00,3-6,0-0,1-2,6.2,0.0,2,2,4,2,0,0,0,7,1963.0
12,Lenny Wilkens,Bench,PG,25:00,2-7,0-0,0-1,2.9,0.0,2,2,3,0,0,0,0,4,1963.0
1,Elgin Baylor,Starter,SF,37:00,10-23,0-0,12-14,19.2,0.0,9,9,4,2,0,0,0,32,1962.0
2,Walt Bellamy,Starter,C,29:00,10-18,0-0,3-8,17.2,0.0,17,17,1,6,0,0,0,23,1962.0
3,Bob Pettit,Starter,PF,37:00,10-20,0-0,5-5,27.9,0.0,27,27,2,5,0,0,0,25,1962.0
4,Oscar Robertson,Starter,PG,37:00,9-20,0-0,8-14,22.5,0.0,7,7,13,3,0,0,0,26,1962.0
5,Jerry West,Starter,SG,31:00,7-14,0-0,4-6,7.5,0.0,3,3,1,2,0,0,0,18,1962.0
6,Wayne Embry,Bench,C,16:00,2-6,0-0,0-0,1.5,0.0,4,4,1,4,0,0,0,4,1962.0
7,Cliff Hagan,Bench,SG,09:00,1-3,0-0,0-0,1.8,0.0,2,2,1,1,0,0,0,2,1962.0
8,Bailey Howell,Bench,SF,08:00,1-2,0-0,0-0,1.0,0.0,0,0,1,1,0,0,0,2,1962.0
9,Frank Selvy,Bench,SG,11:00,0-3,0-0,0-0,1.2,0.0,4,4,1,1,0,0,0,0,1962.0
10,Gene Shue,Bench,PG,17:00,3-6,0-0,1-1,8.4,0.0,5,5,4,3,0,0,0,7,1962.0
11,Jack Twyman,Bench,SF,08:00,4-6,0-0,3-3,8.1,0.0,1,1,2,0,0,0,0,11,1962.0
1,Wilt Chamberlain,Starter,C,37:00,17-23,0-0,8-16,35.8,0.0,24,24,1,4,0,0,0,42,1962.0
2,Bob Cousy,Starter,PG,31:00,4-13,0-0,3-4,11.2,0.0,6,6,8,2,0,0,0,11,1962.0
3,Richie Guerin,Starter,SG,27:00,10-17,0-0,3-6,8.2,0.0,3,3,1,6,0,0,0,23,1962.0
4,Tommy Heinsohn,Starter,SF,13:00,4-11,0-0,2-2,1.5,0.0,2,2,1,4,0,0,0,10,1962.0
5,Dolph Schayes,Starter,PF,04:00,0-0,0-0,0-0,-0.8,0.0,1,1,0,3,0,0,0,0,1962.0
6,Paul Arizin,Bench,SG,21:00,2-12,0-0,0-0,-5.5,0.0,2,2,0,4,0,0,0,4,1962.0
7,Johnny Green,Bench,SF,21:00,2-4,0-0,3-3,3.9,0.0,2,2,0,1,0,0,0,7,1962.0
8,Hal Greer,Bench,PG,24:00,3-14,0-0,2-7,9.9,0.0,10,10,9,3,0,0,0,8,1962.0
9,Sam Jones,Bench,SG,14:00,1-8,0-0,0-1,-4.1,0.0,1,1,0,1,0,0,0,2,1962.0
10,Willie Naulls,Bench,PF,21:00,5-16,0-0,1-1,1.4,0.0,7,7,0,5,0,0,0,11,1962.0
11,Bill Russell,Bench,C,27:00,5-12,0-0,2-3,11.9,0.0,12,12,2,2,0,0,0,12,1962.0
1,Elgin Baylor,Starter,SF,27:00,3-11,0-0,9-10,12.0,0.0,10,10,4,5,0,0,0,15,1961.0
2,Clyde Lovellette,Starter,C,31:00,10-19,0-0,1-1,14.9,0.0,10,10,3,4,0,0,0,21,1961.0
3,Bob Pettit,Starter,PF,32:00,13-22,0-0,3-7,15.6,0.0,9,9,0,2,0,0,0,29,1961.0
4,Oscar Robertson,Starter,SG,34:00,8-13,0-0,7-9,28.1,0.0,9,9,14,5,0,0,0,23,1961.0
5,Gene Shue,Starter,PG,23:00,6-10,0-0,3-4,13.8,0.0,3,3,6,1,0,0,0,15,1961.0
6,Walter Dukes,Bench,C,17:00,3-6,0-0,2-2,4.8,0.0,4,4,1,4,0,0,0,8,1961.0
7,Wayne Embry,Bench,C,08:00,2-4,0-0,0-0,3.2,0.0,3,3,0,0,0,0,0,4,1961.0
8,Cliff Hagan,Bench,SG,13:00,0-2,0-0,2-2,0.8,0.0,2,2,0,1,0,0,0,2,1961.0
9,Bailey Howell,Bench,SF,16:00,5-10,0-0,3-4,7.2,0.0,3,3,3,4,0,0,0,13,1961.0
10,Hot Rod Hundley,Bench,SG,14:00,6-10,0-0,2-2,7.2,0.0,0,0,2,1,0,0,0,14,1961.0
11,Jerry West,Bench,SG,25:00,2-8,0-0,5-6,4.8,0.0,2,2,4,3,0,0,0,9,1961.0
1,Wilt Chamberlain,Starter,C,38:00,2-8,0-0,8-15,18.4,0.0,18,18,5,1,0,0,0,12,1961.0
2,Bob Cousy,Starter,PG,33:00,2-11,0-0,0-0,3.0,0.0,3,3,8,6,0,0,0,4,1961.0
3,Richie Guerin,Starter,SG,15:00,3-8,0-0,5-6,4.2,0.0,0,0,2,1,0,0,0,11,1961.0
4,Tommy Heinsohn,Starter,SF,19:00,2-16,0-0,0-0,-4.5,0.0,6,6,1,4,0,0,0,4,1961.0
5,Dolph Schayes,Starter,PF,27:00,7-15,0-0,7-7,12.6,0.0,6,6,3,4,0,0,0,21,1961.0
6,Paul Arizin,Bench,SG,17:00,6-12,0-0,5-6,6.2,0.0,2,2,1,4,0,0,0,17,1961.0
7,Larry Costello,Bench,PG,05:00,1-2,0-0,0-0,-0.5,0.0,0,0,0,2,0,0,0,2,1961.0
8,Tom Gola,Bench,SF,25:00,6-13,0-0,2-4,8.5,0.0,5,5,3,2,0,0,0,14,1961.0
9,Hal Greer,Bench,PG,18:00,7-11,0-0,0-0,11.2,0.0,6,6,2,2,0,0,0,14,1961.0
10,Willie Naulls,Bench,PF,15:00,4-6,0-0,0-1,8.6,0.0,6,6,2,2,0,0,0,8,1961.0
11,Bill Russell,Bench,C,28:00,9-15,0-0,6-8,18.0,0.0,11,11,1,2,0,0,0,24,1961.0
1,Elgin Baylor,Starter,SF,28:00,10-18,0-0,5-7,19.6,0.0,13,13,3,4,0,0,0,25,1960.0
2,Walter Dukes,Starter,C,26:00,2-10,0-0,0-1,6.9,0.0,15,15,1,3,0,0,0,4,1960.0
3,Bob Pettit,Starter,PF,28:00,4-15,0-0,3-6,9.0,0.0,14,14,2,2,0,0,0,11,1960.0
4,Gene Shue,Starter,PG,34:00,6-13,0-0,1-2,13.0,0.0,6,6,6,0,0,0,0,13,1960.0
5,Jack Twyman,Starter,SG,28:00,11-17,0-0,5-8,14.0,0.0,5,5,1,4,0,0,0,27,1960.0
6,Dick Garmaker,Bench,SG,23:00,5-11,0-0,1-2,7.5,0.0,4,4,3,1,0,0,0,11,1960.0
7,Cliff Hagan,Bench,SF,21:00,1-9,0-0,0-0,-1.0,0.0,3,3,2,1,0,0,0,2,1960.0
8,Hot Rod Hundley,Bench,SG,23:00,5-12,0-0,0-0,4.2,0.0,3,3,2,2,0,0,0,10,1960.0
9,Clyde Lovellette,Bench,C,18:00,6-11,0-0,0-0,10.2,0.0,8,8,1,1,0,0,0,12,1960.0
10,Chuck Noble,Bench,SG,11:00,0-5,0-0,0-0,-0.5,0.0,1,1,3,1,0,0,0,0,1960.0
1,Wilt Chamberlain,Starter,C,30:00,9-20,0-0,5-7,25.6,0.0,25,25,2,1,0,0,0,23,1960.0
2,Bob Cousy,Starter,PG,26:00,1-7,0-0,0-0,7.5,0.0,5,5,8,2,0,0,0,2,1960.0
3,Richie Guerin,Starter,SG,22:00,5-11,0-0,2-2,8.0,0.0,4,4,4,4,0,0,0,12,1960.0
4,Bill Russell,Starter,PF,27:00,3-7,0-0,0-2,8.5,0.0,8,8,3,1,0,0,0,6,1960.0
5,Dolph Schayes,Starter,SF,27:00,8-19,0-0,3-3,9.6,0.0,10,10,0,3,0,0,0,19,1960.0
6,Larry Costello,Bench,PG,20:00,5-9,0-0,0-0,7.8,0.0,4,4,2,1,0,0,0,10,1960.0
7,Tom Gola,Bench,SF,20:00,5-13,0-0,2-3,4.6,0.0,4,4,2,3,0,0,0,12,1960.0
8,Willie Naulls,Bench,PF,26:00,5-19,0-0,3-4,4.2,0.0,10,10,0,1,0,0,0,13,1960.0
9,Bill Sharman,Bench,PG,26:00,8-21,0-0,1-1,6.9,0.0,6,6,2,1,0,0,0,17,1960.0
10,George Yardley,Bench,SG,16:00,5-9,0-0,1-2,3.8,0.0,3,3,0,4,0,0,0,11,1960.0
1,Elgin Baylor,Starter,PF,32:00,10-20,0-0,4-5,14.9,0.0,11,11,1,3,0,0,0,24,1959.0
2,Cliff Hagan,Starter,SF,22:00,6-12,0-0,3-3,11.4,0.0,8,8,3,5,0,0,0,15,1959.0
3,Slater Martin,Starter,PG,22:00,2-6,0-0,1-2,4.2,0.0,6,6,1,2,0,0,0,5,1959.0
4,Bob Pettit,Starter,C,34:00,8-21,0-0,9-9,22.4,0.0,16,16,5,1,0,0,0,25,1959.0
5,Gene Shue,Starter,SG,31:00,6-11,0-0,1-2,8.0,0.0,4,4,3,4,0,0,0,13,1959.0
6,Larry Foust,Bench,C,16:00,3-9,0-0,2-2,5.8,0.0,9,9,0,3,0,0,0,8,1959.0
7,Dick Garmaker,Bench,SG,19:00,2-6,0-0,1-1,1.6,0.0,2,2,1,2,0,0,0,5,1959.0
8,Dick McGuire,Bench,PG,24:00,2-7,0-0,1-2,3.2,0.0,3,3,3,2,0,0,0,5,1959.0
9,Jack Twyman,Bench,SF,23:00,8-12,0-0,2-4,14.5,0.0,8,8,3,4,0,0,0,18,1959.0
10,George Yardley,Bench,SF,17:00,2-8,0-0,2-2,0.8,0.0,4,4,0,3,0,0,0,6,1959.0
1,Paul Arizin,Starter,SF,30:00,4-15,0-0,8-9,6.4,0.0,8,8,0,2,0,0,0,16,1959.0
2,Bob Cousy,Starter,PG,32:00,4-8,0-0,5-6,12.5,0.0,5,5,4,0,0,0,0,13,1959.0
3,Bill Russell,Starter,C,27:00,3-10,0-0,1-1,4.9,0.0,9,9,1,4,0,0,0,7,1959.0
4,Dolph Schayes,Starter,PF,22:00,3-14,0-0,7-8,7.2,0.0,13,13,1,6,0,0,0,13,1959.0
5,Kenny Sears,Starter,PF,26:00,5-9,0-0,5-5,11.4,0.0,8,8,1,4,0,0,0,15,1959.0
6,Bill Sharman,Starter,SG,24:00,3-12,0-0,5-6,0.8,0.0,2,2,0,1,0,0,0,11,1959.0
7,Larry Costello,Bench,PG,18:00,3-8,0-0,1-1,5.4,0.0,3,3,3,1,0,0,0,7,1959.0
8,Richie Guerin,Bench,SG,22:00,1-7,0-0,3-5,2.6,0.0,3,3,3,1,0,0,0,5,1959.0
9,Red Kerr,Bench,C,21:00,3-14,0-0,1-2,4.5,0.0,9,9,2,0,0,0,0,7,1959.0
10,Woody Sauldsberry,Bench,PF,18:00,5-11,0-0,4-4,7.8,0.0,2,2,3,2,0,0,0,14,1959.0
1,Dick Garmaker,Starter,SG,13:00,1-9,0-0,3-3,0.6,0.0,6,6,1,4,0,0,0,5,1958.0
2,Slater Martin,Starter,PG,26:00,2-9,0-0,2-4,5.8,0.0,2,2,8,3,0,0,0,6,1958.0
3,Bob Pettit,Starter,C,38:00,10-21,0-0,8-10,28.5,0.0,26,26,1,1,0,0,0,28,1958.0
4,Maurice Stokes,Starter,PF,36:00,3-13,0-0,4-7,10.1,0.0,14,14,3,2,0,0,0,10,1958.0
5,George Yardley,Starter,SF,32:00,8-15,0-0,3-5,13.1,0.0,9,9,1,1,0,0,0,19,1958.0
6,Larry Foust,Bench,C,13:00,1-4,0-0,8-8,4.8,0.0,3,3,0,3,0,0,0,10,1958.0
7,Dick McGuire,Bench,PG,31:00,2-4,0-0,0-0,14.2,0.0,7,7,10,4,0,0,0,4,1958.0
8,Gene Shue,Bench,SG,25:00,8-11,0-0,2-3,8.6,0.0,2,2,0,3,0,0,0,18,1958.0
9,Jack Twyman,Bench,SF,25:00,8-13,0-0,2-2,8.2,0.0,3,3,0,3,0,0,0,18,1958.0
1,Bob Cousy,Starter,PG,31:00,8-20,0-0,4-6,16.5,0.0,5,5,10,0,0,0,0,20,1958.0
2,Willie Naulls,Starter,SF,15:00,3-9,0-0,2-2,2.8,0.0,3,3,0,0,0,0,0,8,1958.0
3,Bill Russell,Starter,C,26:00,5-12,0-0,1-3,8.6,0.0,11,11,2,5,0,0,0,11,1958.0
4,Dolph Schayes,Starter,PF,39:00,6-15,0-0,6-6,11.2,0.0,9,9,2,4,0,0,0,18,1958.0
5,Bill Sharman,Starter,SG,25:00,6-19,0-0,3-3,4.6,0.0,4,4,3,2,0,0,0,15,1958.0
6,Paul Arizin,Bench,SG,29:00,11-17,0-0,2-2,17.0,0.0,8,8,2,3,0,0,0,24,1958.0
7,Larry Costello,Bench,PG,17:00,0-6,0-0,1-1,-0.1,0.0,1,1,4,2,0,0,0,1,1958.0
8,Richie Guerin,Bench,SG,22:00,2-10,0-0,3-4,9.5,0.0,8,8,7,3,0,0,0,7,1958.0
9,Neil Johnston,Bench,C,22:00,6-13,0-0,2-2,8.0,0.0,8,8,1,5,0,0,0,14,1958.0
10,Kenny Sears,Bench,PF,14:00,4-8,0-0,4-5,4.4,0.0,1,1,0,1,0,0,0,12,1958.0
1,Dick Garmaker,Starter,SG,18:00,5-10,0-0,0-0,7.8,0.0,7,7,1,2,0,0,0,10,1957.0
2,Slater Martin,Starter,PG,31:00,4-11,0-0,0-0,3.8,0.0,2,2,3,1,0,0,0,8,1957.0
3,Bob Pettit,Starter,C,31:00,8-18,0-0,5-6,14.5,0.0,11,11,2,2,0,0,0,21,1957.0
4,Maurice Stokes,Starter,PF,31:00,8-19,0-0,3-3,19.1,0.0,12,12,7,1,0,0,0,19,1957.0
5,George Yardley,Starter,SF,25:00,4-10,0-0,1-1,6.9,0.0,9,9,0,2,0,0,0,9,1957.0
6,Mel Hutchins,Bench,PF,26:00,4-12,0-0,2-3,5.1,0.0,7,7,0,0,0,0,0,10,1957.0
7,Ed Macauley,Bench,C,19:00,3-6,0-0,1-2,8.5,0.0,5,5,3,0,0,0,0,7,1957.0
8,Vern Mikkelsen,Bench,PF,21:00,3-10,0-0,0-4,3.2,0.0,9,9,1,3,0,0,0,6,1957.0
9,Richie Regan,Bench,PG,21:00,2-7,0-0,0-0,2.8,0.0,4,4,1,0,0,0,0,4,1957.0
10,Jack Twyman,Bench,SF,17:00,1-8,0-0,1-3,-3.6,0.0,0,0,1,1,0,0,0,3,1957.0
1,Paul Arizin,Starter,SF,26:00,6-13,0-0,1-2,5.2,0.0,5,5,0,2,0,0,0,13,1957.0
2,Bob Cousy,Starter,PG,28:00,4-14,0-0,2-2,9.5,0.0,5,5,7,0,0,0,0,10,1957.0
3,Harry Gallatin,Starter,PF,24:00,4-7,0-0,0-2,9.8,0.0,11,11,1,3,0,0,0,8,1957.0
4,Dolph Schayes,Starter,C,25:00,4-6,0-0,1-1,12.1,0.0,10,10,1,1,0,0,0,9,1957.0
5,Bill Sharman,Starter,SG,23:00,5-17,0-0,2-2,7.5,0.0,6,6,5,1,0,0,0,12,1957.0
6,Carl Braun,Bench,SG,24:00,4-9,0-0,2-2,5.8,0.0,3,3,2,2,0,0,0,10,1957.0
7,Nat Clifton,Bench,PF,23:00,4-11,0-0,0-0,10.5,0.0,11,11,3,1,0,0,0,8,1957.0
8,Jack George,Bench,PG,21:00,3-6,0-0,2-2,8.0,0.0,1,1,5,1,0,0,0,8,1957.0
9,Tommy Heinsohn,Bench,PF,23:00,5-17,0-0,2-2,2.2,0.0,7,7,0,3,0,0,0,12,1957.0
10,Neil Johnston,Bench,C,23:00,8-12,0-0,3-3,15.6,0.0,9,9,1,2,0,0,0,19,1957.0
1,Larry Foust,Starter,C,20:00,3-9,0-0,3-4,3.2,0.0,4,4,0,1,0,0,0,9,1956.0
2,Mel Hutchins,Starter,PF,27:00,5-11,0-0,1-2,5.0,0.0,4,4,0,0,0,0,0,11,1956.0
3,Slater Martin,Starter,PG,29:00,3-7,0-0,3-3,7.9,0.0,1,1,7,5,0,0,0,9,1956.0
4,Bobby Wanzer,Starter,SG,25:00,4-8,0-0,5-6,8.5,0.0,5,5,2,4,0,0,0,13,1956.0
5,George Yardley,Starter,SF,19:00,3-7,0-0,2-3,6.6,0.0,6,6,1,1,0,0,0,8,1956.0
6,Bob Harrison,Bench,PG,25:00,2-7,0-0,1-2,-2.0,0.0,0,0,1,4,0,0,0,5,1956.0
7,Clyde Lovellette,Bench,C,22:00,3-10,0-0,1-3,3.9,0.0,10,10,0,4,0,0,0,7,1956.0
8,Vern Mikkelsen,Bench,PF,22:00,5-13,0-0,6-7,10.4,0.0,9,9,2,4,0,0,0,16,1956.0
9,Bob Pettit,Bench,PF,31:00,7-17,0-0,6-7,27.6,0.0,24,24,7,4,0,0,0,20,1956.0
10,Maurice Stokes,Bench,PF,20:00,4-11,0-0,2-5,11.4,0.0,16,16,2,5,0,0,0,10,1956.0
1,Paul Arizin,Starter,SF,28:00,5-13,0-0,3-5,4.6,0.0,7,7,1,6,0,0,0,13,1956.0
2,Bob Cousy,Starter,PG,24:00,2-8,0-0,3-4,3.8,0.0,7,7,2,6,0,0,0,7,1956.0
3,Neil Johnston,Starter,C,25:00,5-9,0-0,7-11,13.1,0.0,10,10,1,3,0,0,0,17,1956.0
4,Dick McGuire,Starter,SG,29:00,2-9,0-0,2-5,-0.1,0.0,0,0,3,1,0,0,0,6,1956.0
5,Dolph Schayes,Starter,PF,25:00,4-8,0-0,6-10,8.2,0.0,4,4,2,2,0,0,0,14,1956.0
6,Harry Gallatin,Bench,PF,30:00,5-12,0-0,6-7,8.1,0.0,5,5,2,4,0,0,0,16,1956.0
7,Jack George,Bench,SG,21:00,2-7,0-0,2-2,3.8,0.0,3,3,2,1,0,0,0,6,1956.0
8,Red Kerr,Bench,C,16:00,2-4,0-0,0-1,5.6,0.0,8,8,0,2,0,0,0,4,1956.0
9,Ed Macauley,Bench,PF,20:00,1-9,0-0,2-4,-1.2,0.0,2,2,3,3,0,0,0,4,1956.0
10,Bill Sharman,Bench,PG,22:00,2-8,0-0,3-5,1.4,0.0,3,3,1,2,0,0,0,7,1956.0
1,Larry Foust,Starter,C,24:00,3-10,0-0,1-1,4.9,0.0,7,7,1,1,0,0,0,7,1955.0
2,Andy Phillip,Starter,SG,28:00,3-4,0-0,0-0,9.8,0.0,3,3,6,3,0,0,0,6,1955.0
3,Jim Pollard,Starter,SF,27:00,7-19,0-0,3-3,4.1,0.0,4,4,0,1,0,0,0,17,1955.0
4,Bobby Wanzer,Starter,PG,26:00,3-7,0-0,2-2,4.2,0.0,3,3,2,4,0,0,0,8,1955.0
5,George Yardley,Starter,PF,22:00,4-11,0-0,3-4,5.2,0.0,4,4,2,2,0,0,0,11,1955.0
6,Jack Coleman,Bench,PF,19:00,2-8,0-0,2-3,4.4,0.0,6,6,1,0,0,0,0,6,1955.0
7,Slater Martin,Bench,PG,23:00,2-5,0-0,1-2,5.5,0.0,2,2,5,3,0,0,0,5,1955.0
8,Vern Mikkelsen,Bench,PF,25:00,7-15,0-0,2-3,8.9,0.0,9,9,1,5,0,0,0,16,1955.0
9,Bob Pettit,Bench,PF,27:00,3-14,0-0,2-4,4.8,0.0,9,9,2,0,0,0,0,8,1955.0
10,Frank Selvy,Bench,SG,19:00,2-7,0-0,3-4,1.5,0.0,3,3,1,4,0,0,0,7,1955.0
1,Bob Cousy,Starter,PG,35:00,7-14,0-0,6-7,18.1,0.0,9,9,5,1,0,0,0,20,1955.0
2,Harry Gallatin,Starter,SF,36:00,4-7,0-0,5-5,18.4,0.0,14,14,3,2,0,0,0,13,1955.0
3,Ed Macauley,Starter,C,27:00,1-5,0-0,4-5,4.9,0.0,4,4,2,1,0,0,0,6,1955.0
4,Dolph Schayes,Starter,PF,29:00,6-12,0-0,3-3,13.6,0.0,13,13,1,4,0,0,0,15,1955.0
5,Paul Seymour,Starter,SG,16:00,3-8,0-0,2-2,4.0,0.0,3,3,1,1,0,0,0,8,1955.0
6,Paul Arizin,Bench,SF,23:00,4-9,0-0,1-2,2.5,0.0,2,2,2,5,0,0,0,9,1955.0
7,Carl Braun,Bench,SG,16:00,4-6,0-0,0-0,6.0,0.0,2,2,2,2,0,0,0,8,1955.0
8,Neil Johnston,Bench,C,15:00,1-7,0-0,1-1,2.9,0.0,6,6,1,0,0,0,0,3,1955.0
9,Dick McGuire,Bench,PG,25:00,1-2,0-0,1-2,8.5,0.0,3,3,6,1,0,0,0,3,1955.0
10,Bill Sharman,Bench,SG,18:00,5-10,0-0,5-5,8.6,0.0,4,4,2,4,0,0,0,15,1955.0
1,Mel Hutchins,Starter,PF,31:00,1-8,0-0,1-2,-1.2,0.0,4,4,2,5,0,0,0,3,1954.0
2,Slater Martin,Starter,PG,23:00,1-5,0-0,0-0,-0.2,0.0,0,0,3,3,0,0,0,2,1954.0
3,George Mikan,Starter,C,31:00,6-18,0-0,6-8,6.8,0.0,9,9,1,5,0,0,0,18,1954.0
4,Jim Pollard,Starter,SF,41:00,10-22,0-0,3-5,8.4,0.0,3,3,3,3,0,0,0,23,1954.0
5,Bobby Wanzer,Starter,SG,36:00,5-13,0-0,2-3,5.6,0.0,2,2,6,6,0,0,0,12,1954.0
6,Bob Davies,Bench,PG,31:00,8-16,0-0,2-3,11.6,0.0,5,5,5,4,0,0,0,18,1954.0
7,Larry Foust,Bench,PF,27:00,1-9,0-0,1-1,6.6,0.0,15,15,0,1,0,0,0,3,1954.0
8,Andy Phillip,Bench,SF,19:00,1-4,0-0,0-1,3.4,0.0,3,3,3,1,0,0,0,2,1954.0
9,Arnie Risen,Bench,C,20:00,4-10,0-0,0-1,2.9,0.0,7,7,0,5,0,0,0,8,1954.0
10,Don Sunderlage,Bench,SG,06:00,1-2,0-0,2-2,2.2,0.0,0,0,1,1,0,0,0,4,1954.0
1,Bob Cousy,Starter,PG,34:00,6-15,0-0,8-8,17.5,0.0,11,11,4,1,0,0,0,20,1954.0
2,Ray Felix,Starter,C,32:00,4-8,0-0,5-5,12.4,0.0,11,11,1,4,0,0,0,13,1954.0
3,Ed Macauley,Starter,PF,25:00,4-11,0-0,5-6,5.2,0.0,1,1,3,2,0,0,0,13,1954.0
4,Dick McGuire,Starter,SG,24:00,2-5,0-0,0-0,4.8,0.0,4,4,2,1,0,0,0,4,1954.0
5,Dolph Schayes,Starter,SF,24:00,1-3,0-0,4-6,11.0,0.0,12,12,1,1,0,0,0,6,1954.0
6,Carl Braun,Bench,SG,29:00,4-8,0-0,1-1,6.1,0.0,4,4,2,3,0,0,0,9,1954.0
7,Harry Gallatin,Bench,PF,28:00,0-2,0-0,5-6,17.8,0.0,18,18,3,0,0,0,0,5,1954.0
8,Neil Johnston,Bench,C,20:00,2-9,0-0,2-4,4.5,0.0,7,7,2,1,0,0,0,6,1954.0
9,Paul Seymour,Bench,SG,19:00,2-6,0-0,4-4,4.8,0.0,1,1,3,2,0,0,0,8,1954.0
10,Bill Sharman,Bench,PG,30:00,6-9,0-0,2-4,8.8,0.0,2,2,3,3,0,0,0,14,1954.0
1,Mel Hutchins,Starter,SF,30:00,1-8,0-0,0-1,4.1,0.0,6,6,5,2,0,0,0,2,1953.0
2,George Mikan,Starter,C,40:00,9-26,0-0,4-4,14.0,0.0,16,16,2,2,0,0,0,22,1953.0
